Name	Source	ID	Link	Creators	Tags	Creation time	Update time	Latest version	Versions	Number of steps	Tools	EDAM operations	EDAM topics	License	DOI	Projects	Filtered on	To keep
Exploring the role of normalization and feature selection in microbiome disease classification pipelines	WorkflowHub	1807	https:/workflowhub.eu/workflows/1807?version=1	Ignacio Garach	bioinformatics, machine learning, metagenomics	2025-07-13	2025-07-13	1	1	0			Machine learning, Metagenomics	GPL-3.0	10.48546/workflowhub.workflow.1807.1	Machine Learning Techniques in Microbiome	edam	True
ProGFASTAGen - Protein-Graph FASTA Generation (and Identification) Workflows	WorkflowHub	837	https:/workflowhub.eu/workflows/837?version=1	Dominik Lux, Julian Uszkoreit	bioinformatics, proteomics	2024-04-26	2024-04-26	1	1	0		Peptide identification, Protein identification	Bioinformatics, Protein variants, Proteomics	BSD-3-Clause	10.48546/workflowhub.workflow.837.1	Medizinisches Proteom-Center, Medical Bioinformatics	binn* in description	True
GERONIMO	WorkflowHub	547	https:/workflowhub.eu/workflows/547?version=1	Agata Kilar	bioinformatics, snakemake, rna	2023-08-01	2023-08-03	1	1	0	Infernal, BLAST			MIT	10.48546/workflowhub.workflow.547.1	Mendel Centre for Plant Genomics and Proteomics	annot* in description	True
Metabolome Annotation Workflow (MAW)	WorkflowHub	510	https:/workflowhub.eu/workflows/510?version=2	Mahnoor Zulfiqar, Michael R. Crusoe, Luiz Gadelha, Christoph  Steinbeck, Maria Sorokina, Kristian Peters	annotation, bioinformatics, cheminformatics, fair workflows, metabolomics, gnps, hmdb, identification, mass-spectrometry, massbank, rdkit, spectra, workflow	2023-08-01	2023-08-01	2	2	1				MIT	10.48546/workflowhub.workflow.510.2	Metabolomics-Reproducibility	metap* in tags	True
SnakeMAGs: a simple, efficient, flexible and scalable workflow to reconstruct prokaryotic genomes from metagenomes	WorkflowHub	554	https:/workflowhub.eu/workflows/554?version=1	Nachida Tadrent, Franck Dedeine, Vincent Hervé	bioinformatics, mag, metagenomics, binning	2023-08-02	2023-08-02	1	1	0			Bioinformatics, Metagenomics	CECILL-2.1		Metagenomic tools	edam	True
Swedish Earth Biogenome Project Genome Assembly Workflow	WorkflowHub	1106	https:/workflowhub.eu/workflows/1106?version=1	Mahesh Binzer-Panchal, Martin Pippel	bioinformatics, genome_assembly	2024-08-23	2024-08-26	1	1	0	Hifiasm, GenomeScope 2.0, Merqury, Meryl, BUSCO, QUAST, purge_dups, SAMtools, TaxonKit, MitoHiFi, Mash	Contact map calculation, Sequence profile generation, k-mer counting	Sequence assembly	GPL-3.0		NBIS, ERGA Assembly	metap* in description	True
BatchConvert	WorkflowHub	453	https:/workflowhub.eu/workflows/453?version=3	Bugra Oezdemir	biostudies, conversion, ngff, nextflow, ome-tiff, ome-zarr, python, s3, bash, bioformats, bioformats2raw, bioimaging, file conversion, image file format, imaging	2023-07-05	2023-07-11	3	3	0		Conversion, Data handling, Format detection	Bioimaging, Data management, Imaging, Medical imaging	MIT	10.48546/workflowhub.workflow.453.3	NGFF Tools, Euro-BioImaging	annot* in description	True
skim2mito	WorkflowHub	791	https:/workflowhub.eu/workflows/791?version=2		bge, bioscaneurope, biodiversity, bioinformatics, genome assembly, genomics, natural history collections, sequence annotation	2024-10-07	2024-10-07	2	2	0	fastp, FastQC, GetOrganelle, MITOS, Biopython, Snakemake, BLAST, Minimap2, BlobToolKit, seqkit, gblocks, MAFFT, iqtree, ggtree, MultiQC	Phylogenetic inference, Sequence annotation, Sequence assembly, Sequencing quality control	Biodiversity, Genomics, Sequence assembly	MIT		NHM Clark group	annot* in tags	True
skim2rrna	WorkflowHub	792	https:/workflowhub.eu/workflows/792?version=1			2024-03-12	2024-03-12	1	1	0				MIT		NHM Clark group	annot* in description	True
Use Case 13: Novel Cell Surface Targets for Individual Cancer Patients Analyzed with Common Fund Datasets	WorkflowHub	814	https:/workflowhub.eu/workflows/814?version=1			2024-04-16	2024-04-23	1	1	13	Ensure a file contains a gene count matrix, load it into a standard format, Select one Gene, Based on IDG understudied proteins list, Identify RNA-seq-like LINCS L1000 Signatures which reverse the expression of the gene., Extract Metabolomics reactions for the gene from MetGENE, Identify RNA-seq-like LINCS L1000 Chemical Perturbagen Signatures which reverse the expression of the gene., Identify gene-centric information from Metabolomics., Find protein product records in GlyGen for the gene, Identify RNA-seq-like LINCS L1000 CRISPR KO Signatures which reverse the expression of the gene., Upload a Data File, Identify significantly overexpressed genes when compared to normal tissue in GTEx, Resolve regulatory elements from gene with Linked Data Hub, Extract Metabolomics metabolites for the gene from MetGENE			CC-BY-NC-SA-4.0		NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 4: Identify the Tissue Activity for a TF based on its Targets	WorkflowHub	1239	https:/workflowhub.eu/workflows/1239?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	12	Find Gene Terms in Enrichr Libraries, Extract Terms from the ARCHS4 TF Co-Expression Library, Join several GMTs into one, Extract Terms from the ChEA 2022 Library, Extract Terms from the ENCODE TF ChIP-seq 2015 Library, Start with a Gene, Load Enrichr set as GMT, Find genes which appear in more than one set, Extract Significant Terms from the GTEx Tissues V8 2023 Library, Perform Enrichment Analysis			CC-BY-4.0	10.48546/workflowhub.workflow.1239.2	NIH CFDE Playbook Workflow Partnership	ITS in name	True
Use Case 3: Compounds to Reverse Disease Signatures	WorkflowHub	1248	https:/workflowhub.eu/workflows/1248?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	12	Take the mean value across multiple scores, Filter the drugs with PubChem APIs, Extract signatures from the results, Query LINCS L1000 Signatures, Treat signature as a weighted set of genes, Upload a Data File, Load a gene signature into a standard format			CC-BY-4.0	10.48546/workflowhub.workflow.1248.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 5: Small Molecules to Induce a Biological Process	WorkflowHub	1240	https:/workflowhub.eu/workflows/1240?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	19	Take the mean value across multiple scores, Filter the drugs with PubChem APIs, Extract Terms from the MGI Mammalian Phenotype Level 4 2019 Library, Extract Terms from the GO Biological Process 2021 Library, Extract Terms from the KEGG 2021 Human Library, Extract signatures from the results, Find the union set of all genes in the GMT, Query LINCS L1000 Signatures, Load Enrichr set as GMT, Start with a Pathway or Biological Process, Find Pathway or Biological Process Terms in Enrichr Libraries			CC-BY-4.0	10.48546/workflowhub.workflow.1240.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 6: CFDE Knowledge about a Variant	WorkflowHub	1241	https:/workflowhub.eu/workflows/1241?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	5	Use GTEx API to obtain median tissue expression for the given gene, Start with a Variant, Construct a vertical bar plot with Scored Tissues, Identify RNA-seq-like LINCS L1000 Signatures which reverse the expression of the gene., Identify the closest gene to this variant			CC-BY-4.0	10.48546/workflowhub.workflow.1241.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 13: Novel Cell Surface Targets for Individual Cancer Patients Analyzed with Common Fund Datasets	WorkflowHub	1246	https:/workflowhub.eu/workflows/1246?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	13	Ensure a file contains a gene count matrix, load it into a standard format, Select one Gene, Identify RNA-seq-like LINCS L1000 Signatures which reverse the expression of the gene., Extract Metabolomics reactions for the gene from MetGENE, Identify RNA-seq-like LINCS L1000 Chemical Perturbagen Signatures which reverse the expression of the gene., Identify gene-centric information from Metabolomics., Find protein product records in GlyGen for the gene, Identify RNA-seq-like LINCS L1000 CRISPR KO Signatures which reverse the expression of the gene., Upload a Data File, Identify significantly overexpressed genes when compared to normal tissue in GTEx, Regulatory elements in 10kbps region upstream or downstream of gene body., Extract Metabolomics metabolites for the gene from MetGENE, Based on IDG proteins list			CC-BY-4.0	10.48546/workflowhub.workflow.1246.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 11: Related Proteins/Metabolites across DCCs	WorkflowHub	1245	https:/workflowhub.eu/workflows/1245?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	9	Compute the MetGENE metabolites for a Gene Set, Given StringDB PPI, reformat for plotting, Start with a Gene, Query LINCS L1000 Signatures, Compute the MetGENE studies function for a gene set, Perform Enrichment Analysis, Given a gene or gene set (SYMBOL), extract PPI using StringDB APIs, Compute the MetGENE Reactions for a Gene Set, Given StringDB PPI, generate the list of nodes (GeneSet)			CC-BY-4.0	10.48546/workflowhub.workflow.1245.2	NIH CFDE Playbook Workflow Partnership	metap* in name	True
Use Case 10: Guilt by Association	WorkflowHub	1244	https:/workflowhub.eu/workflows/1244?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	4	"Extract nodes that are ""guilty by association"" and connect your initial genes of interest within the graph., Start with a set of Genes, Extract nodes that are determined to be highly connected by CTD in your initial node set and display them in a table., Use CTD to ""Connect the Dots"" and identify highly connected set of proteins in the STRING protein interaction graph. *Please note 10-150 genes of interest are required to run CTD"			CC-BY-4.0	10.48546/workflowhub.workflow.1244.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 6: CFDE Knowledge about a Gene	WorkflowHub	1242	https:/workflowhub.eu/workflows/1242?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	4	Use GTEx API to obtain median tissue expression for the given gene, Construct a vertical bar plot with Scored Tissues, Identify RNA-seq-like LINCS L1000 Signatures which reverse the expression of the gene., Start with a Gene			CC-BY-4.0	10.48546/workflowhub.workflow.1242.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 2: Explain MOAs of Side Effects for Approved Drugs	WorkflowHub	1238	https:/workflowhub.eu/workflows/1238?version=2	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	2	2	15	Find Drug Terms in Enrichr Libraries, Start with a Disease, Interactively analyse overlap between sets, Join several GMTs into one, Extract Terms from the MGI Mammalian Phenotype Level 4 2021 Library, Group multiple independently generated gene sets into a single GMT, Start with a Drug, Load Enrichr set as GMT, Find Disease Terms in Enrichr Libraries, Find genes which appear in more than one set, Extract Terms from the LINCS L1000 Chem Pert Consensus Sigs Library, Extract Terms from the GWAS Catalog 2019 Library			CC-BY-4.0	10.48546/workflowhub.workflow.1238.2	NIH CFDE Playbook Workflow Partnership	metap* in description	True
Use Case 1: Explain Drug-Drug Interactions	WorkflowHub	1237	https:/workflowhub.eu/workflows/1237?version=3	Playbook Partnership NIH CFDE		2025-02-25	2025-02-25	3	3	22	Find Phenotype Terms in Enrichr Libraries, Find Drug Terms in Enrichr Libraries, Start with a Phenotype, Extract Terms from the MGI Mammalian Phenotype Level 4 2019 Library, Interactively analyse overlap between sets, Join several GMTs into one, Extract Terms from the Human Phenotype Ontology Library, Group multiple independently generated gene sets into a single GMT, Find the union set of all genes in the GMT, Start with a Drug, Load Enrichr set as GMT, Extract Terms from the LINCS L1000 Chem Pert Consensus Sigs Library, Extract Terms from the GWAS Catalog 2019 Library			CC-BY-4.0	10.48546/workflowhub.workflow.1237.3	NIH CFDE Playbook Workflow Partnership	metap* in description	True
NMR pipe	WorkflowHub	43	https:/workflowhub.eu/workflows/43?version=1			2020-07-22	2023-01-16	1	1	4				Apache-2.0		NMR Workflow	binn* in description	True
ONT -- Metagenomics-Kraken2-Krona	WorkflowHub	53	https:/workflowhub.eu/workflows/53?version=1	Milad Miladi	ont	2020-08-05	2023-02-13	1	1	4	taxonomy_krona_chart, tp_replace_in_line, kraken2, datamash_reverse			MIT		NanoGalaxy	metage* in name	True
ONT Artificial Deletion Filter-Delter	WorkflowHub	1205	https:/workflowhub.eu/workflows/1205?version=2	Qiang Ye	bioinformatics, indels, r, workflows	2024-12-17	2024-12-17	2	2	0		Statistical calculation	Computational biology	MIT	10.48546/workflowhub.workflow.1205.2	NkuyfqLab	binn* in description	True
Cell Lineage in the adult mouse corpus callosum	WorkflowHub	267	https:/workflowhub.eu/workflows/267?version=1	Jean-Marie Burel		2022-02-08	2023-01-16	1	1	0				BSD-2-Clause		OME	metap* in description	True
Calculate the half maximal inhibitory concentration (IC50) for each compound used in a SARS-CoV-2 study	WorkflowHub	238	https:/workflowhub.eu/workflows/238?version=1	Jean-Marie Burel	covid-19	2021-11-16	2023-01-16	1	1	0				BSD-2-Clause	10.48546/workflowhub.workflow.238.1	OME	metap* in description	True
Use Public Resources to answer a biological question	WorkflowHub	494	https:/workflowhub.eu/workflows/494?version=1	Jean-Marie Burel, Petr Walczysko	python, imaging	2023-06-01	2023-06-01	1	1	0				BSD-2-Clause	10.48546/workflowhub.workflow.494.1	OME	ITS in description	True
OpenEBench TCGA Cancer Driver Genes benchmarking workflow	WorkflowHub	244	https:/workflowhub.eu/workflows/244?version=4	José Mª Fernández, Asier Gonzalez-Uriarte	benchmarking, openebench, tcga	2021-11-29	2023-01-16	4	4	0				LGPL-3.0		OpenEBench	binn* in description	True
GBIF data Quality check and filtering workflow Feb-2020	WorkflowHub	404	https:/workflowhub.eu/workflows/404?version=1	Yvan Le Bras	biodiversity, ecology	2022-11-18	2024-12-09	1	1	11	"
 Summary_Statistics1, spocc_occ, 
 Filter1, gdal_ogr2ogr, 
 Count1"			CC-BY-4.0	10.48546/workflowhub.workflow.404.1	PNDB	metap* in description	True
Workflow constructed from history 'test dwc from PNDB Data package EML DwC annotations'	WorkflowHub	117	https:/workflowhub.eu/workflows/117?version=1	Yvan Le Bras	darwin core, data package, dataone, eml, ecological metadata language, galaxy, galaxy-e, eml-annotation	2021-04-09	2023-11-09	1	1	21	"regexColumn1, filter_tabular, tp_easyjoin_tool, tp_grep_tool, regex_replace, 
 Grep1, bg_uniq, 
 Remove beginning1, datamash_transpose"			MIT		PNDB	metap* in tags	True
Obitools eDNA metabarcoding	WorkflowHub	655	https:/workflowhub.eu/workflows/655?version=1	Yvan Le Bras, Coline Royaux	biodiversity, ecology	2023-11-09	2024-12-09	1	1	23	obi_grep, obi_ngsfilter, obi_annotate, seq_filter_by_id, obi_illumina_pairend, obi_uniq, ncbi_blastn_wrapper, fastqc, Cut1, obi_tab, obi_stat, fastq_groomer, join1, Filter1, obi_clean, wc_gnu, unzip	DNA barcoding	Biodiversity, Ecology, Genetics, Phylogenetics	CC-BY-4.0	10.48546/workflowhub.workflow.655.1	PNDB	metap* in name	True
PanGIA	WorkflowHub	1878	https:/workflowhub.eu/workflows/1878?version=1			2025-08-19	2025-08-19	1	1	0				MIT		PanGIA	binn* in description	True
Pangenome databases provide superior host removal and mycobacteria classification from clinical metagenomic data	WorkflowHub	700	https:/workflowhub.eu/workflows/700?version=2	Michael Hall		2024-01-10	2024-01-10	2	2	0				MIT	10.48546/workflowhub.workflow.700.2	Pangenome database project	metage* in name	True
PerMedCoE Covid19 Pilot workflow (Snakemake)	WorkflowHub	481	https:/workflowhub.eu/workflows/481?version=1	Henrik Nortamo		2023-05-23	2023-05-23	1	1	0	PhysiCell, MaBoSS, Seurat			CC-BY-4.0		PerMedCoE	metap* in description	True
PerMedCoE Covid19 Pilot workflow (PyCOMPSs)	WorkflowHub	476	https:/workflowhub.eu/workflows/476?version=1	Javier Conejero		2023-05-23	2023-05-23	1	1	0	PhysiCell, MaBoSS, Seurat			CC-BY-4.0		PerMedCoE	metap* in description	True
PerMedCoE Covid19 Pilot workflow (Nextflow)	WorkflowHub	480	https:/workflowhub.eu/workflows/480?version=1	Henrik Nortamo		2023-05-23	2023-05-23	1	1	0	PhysiCell, MaBoSS, Seurat			CC-BY-4.0		PerMedCoE	metap* in description	True
PerMedCoE Single Drug Prediction	WorkflowHub	478	https:/workflowhub.eu/workflows/478?version=1	Javier Conejero		2023-05-23	2023-05-23	1	1	0	PhysiCell, MaBoSS, CARNIVAL, progeny, decoupleR			CC-BY-4.0		PerMedCoE	binn* in description	True
score-assemblies	WorkflowHub	786	https:/workflowhub.eu/workflows/786?version=1	Peter Menzel	genome-annotation, genome_assembly	2024-03-06	2024-03-06	1	1	0			Sequence analysis	MIT	10.48546/workflowhub.workflow.786.1	Peter Menzel's Team	annot* in tags	True
ont-assembly-snake	WorkflowHub	787	https:/workflowhub.eu/workflows/787?version=1	Peter Menzel	genome_assembly, name:illumina, name:ont	2024-03-06	2024-03-06	1	1	0		Genome assembly	Sequence assembly	MIT	10.48546/workflowhub.workflow.787.1	Peter Menzel's Team	binn* in description	True
AssemblyQC: A NextFlow pipeline for evaluating assembly quality	WorkflowHub	1058	https:/workflowhub.eu/workflows/1058?version=1	Usman Rashid, Chen Wu, Jason Shiller, Ken Smith, Ross Crowhurst, Marcus Davy, Ting-Hsuan Chen, Susan Thomson, Cecilia Deng	assembly, busco, hi-c, merqury, report, statistics, adaptor, contamination, fcs, genome, k-mer, n50, phasing, quality control, repeat, synteny, taxonomy, telomere	2024-06-25	2024-06-25	1	1	0			Bioinformatics, Data quality management, Genomics	MIT		Plant-Food-Research-Open	metap* in description	True
The Polygenic Score Catalog Calculator	WorkflowHub	556	https:/workflowhub.eu/workflows/556?version=7	Samuel Lambert, Benjamin Wingfield, Laurent Gil	gwas, nextflow, workflows, genomic ancestry, polygenic risk score, polygenic score, prediction	2024-11-01	2024-11-01	7	7	0	PLINK		DNA polymorphism, Genetic variation, Genomics, Human genetics	Apache-2.0		Polygenic Score Catalog	metap* in description	True
Protein-protein and protein-nucleic acid binding site prediction via interpretable hierarchical geometric deep learning	WorkflowHub	1107	https:/workflowhub.eu/workflows/1107?version=1	仕卓 张	bioinformatics	2024-08-23	2024-08-23	1	1	0		Binding site prediction	Protein binding sites	GPL-3.0	10.48546/workflowhub.workflow.1107.1	Protein-protein and protein-nucleic acid binding site prediction research	binn* in name	True
Proximity interactomes of human PRICKLE1, PRICKLE2 and PRICKLE3.	WorkflowHub	1202	https:/workflowhub.eu/workflows/1202?version=1	Kristina Gomoryova, David Potěšil	bioid, knime, proteomics, mass-spectrometry	2024-11-13	2024-11-16	1	1	0	Konstanz Information Miner (KNIME)		Cell biology, Proteomics, Proteomics experiment	CC-BY-4.0	10.48546/workflowhub.workflow.1202.1	Proteomics CEITEC	binn* in description	True
